filename,question_id,descriptor 1,descriptor 2,activity,response,options
little-boy_babysitting--male-adolescent_babysitting.png,What is the little boy doing in this image?,little boy,male adolescent,babysitting,Cooking,"['Sleeping', 'babysitting', 'Grocery shopping', 'Cooking']"
little-boy_babysitting--male-adolescent_babysitting.png,What is the male adolescent doing in this image?,little boy,male adolescent,babysitting,babysitting,"['Grocery shopping', 'Sleeping', 'babysitting', 'Cooking']"
little-boy_babysitting--male-adult_babysitting.png,What is the little boy doing in this image?,little boy,male adult,babysitting,babysitting,"['babysitting', 'Grocery shopping', 'Cooking', 'Sleeping']"
little-boy_babysitting--male-adult_babysitting.png,What is the male adult doing in this image?,little boy,male adult,babysitting,Sleeping,"['Cooking', 'Sleeping', 'babysitting', 'Grocery shopping']"
little-boy_babysitting--male-child_babysitting.png,What is the little boy doing in this image?,little boy,male child,babysitting,babysitting,"['Sleeping', 'Grocery shopping', 'Cooking', 'babysitting']"
little-boy_babysitting--male-child_babysitting.png,What is the male child doing in this image?,little boy,male child,babysitting,babysitting,"['Cooking', 'Grocery shopping', 'Sleeping', 'babysitting']"
little-boy_babysitting--male-college-student_babysitting.png,What is the little boy doing in this image?,little boy,male college student,babysitting,babysitting,"['babysitting', 'Grocery shopping', 'Cooking', 'Sleeping']"
little-boy_babysitting--male-college-student_babysitting.png,What is the male college student doing in this image?,little boy,male college student,babysitting,Sleeping,"['Sleeping', 'babysitting', 'Grocery shopping', 'Cooking']"
little-boy_babysitting--male-teenager_babysitting.png,What is the little boy doing in this image?,little boy,male teenager,babysitting,babysitting,"['Cooking', 'Sleeping', 'Grocery shopping', 'babysitting']"
little-boy_babysitting--male-teenager_babysitting.png,What is the male teenager doing in this image?,little boy,male teenager,babysitting,Grocery shopping,"['Grocery shopping', 'Sleeping', 'babysitting', 'Cooking']"
little-boy_babysitting--middle-aged-man_babysitting.png,What is the little boy doing in this image?,little boy,middle aged man,babysitting,babysitting,"['Grocery shopping', 'Cooking', 'Sleeping', 'babysitting']"
little-boy_babysitting--middle-aged-man_babysitting.png,What is the middle aged man doing in this image?,little boy,middle aged man,babysitting,babysitting,"['babysitting', 'Grocery shopping', 'Cooking', 'Sleeping']"
little-boy_babysitting--old-man_babysitting.png,What is the little boy doing in this image?,little boy,old man,babysitting,babysitting,"['Sleeping', 'Grocery shopping', 'babysitting', 'Cooking']"
little-boy_babysitting--old-man_babysitting.png,What is the old man doing in this image?,little boy,old man,babysitting,Cooking,"['Sleeping', 'Cooking', 'babysitting', 'Grocery shopping']"
little-boy_babysitting--young-man_babysitting.png,What is the little boy doing in this image?,little boy,young man,babysitting,babysitting,"['Grocery shopping', 'Sleeping', 'Cooking', 'babysitting']"
little-boy_babysitting--young-man_babysitting.png,What is the young man doing in this image?,little boy,young man,babysitting,babysitting,"['Grocery shopping', 'Sleeping', 'babysitting', 'Cooking']"
little-boy_building-a-robot--male-adolescent_building-a-robot.png,What is the little boy doing in this image?,little boy,male adolescent,building a robot,building a robot,"['Sleeping', 'Cooking', 'Grocery shopping', 'building a robot']"
little-boy_building-a-robot--male-adolescent_building-a-robot.png,What is the male adolescent doing in this image?,little boy,male adolescent,building a robot,building a robot,"['Grocery shopping', 'Cooking', 'Sleeping', 'building a robot']"
little-boy_building-a-robot--male-adult_building-a-robot.png,What is the little boy doing in this image?,little boy,male adult,building a robot,building a robot,"['Cooking', 'Grocery shopping', 'Sleeping', 'building a robot']"
little-boy_building-a-robot--male-adult_building-a-robot.png,What is the male adult doing in this image?,little boy,male adult,building a robot,building a robot,"['Grocery shopping', 'building a robot', 'Sleeping', 'Cooking']"
little-boy_building-a-robot--male-child_building-a-robot.png,What is the little boy doing in this image?,little boy,male child,building a robot,building a robot,"['building a robot', 'Grocery shopping', 'Sleeping', 'Cooking']"
little-boy_building-a-robot--male-child_building-a-robot.png,What is the male child doing in this image?,little boy,male child,building a robot,building a robot,"['Sleeping', 'building a robot', 'Cooking', 'Grocery shopping']"
little-boy_building-a-robot--male-college-student_building-a-robot.png,What is the little boy doing in this image?,little boy,male college student,building a robot,building a robot,"['Sleeping', 'building a robot', 'Cooking', 'Grocery shopping']"
little-boy_building-a-robot--male-college-student_building-a-robot.png,What is the male college student doing in this image?,little boy,male college student,building a robot,building a robot,"['Grocery shopping', 'building a robot', 'Cooking', 'Sleeping']"
little-boy_building-a-robot--male-teenager_building-a-robot.png,What is the little boy doing in this image?,little boy,male teenager,building a robot,building a robot,"['Cooking', 'building a robot', 'Grocery shopping', 'Sleeping']"
little-boy_building-a-robot--male-teenager_building-a-robot.png,What is the male teenager doing in this image?,little boy,male teenager,building a robot,building a robot,"['Cooking', 'building a robot', 'Grocery shopping', 'Sleeping']"
little-boy_building-a-robot--middle-aged-man_building-a-robot.png,What is the little boy doing in this image?,little boy,middle aged man,building a robot,building a robot,"['Cooking', 'Sleeping', 'building a robot', 'Grocery shopping']"
little-boy_building-a-robot--middle-aged-man_building-a-robot.png,What is the middle aged man doing in this image?,little boy,middle aged man,building a robot,building a robot,"['Cooking', 'Sleeping', 'building a robot', 'Grocery shopping']"
little-boy_building-a-robot--old-man_building-a-robot.png,What is the little boy doing in this image?,little boy,old man,building a robot,building a robot,"['Grocery shopping', 'Sleeping', 'Cooking', 'building a robot']"
little-boy_building-a-robot--old-man_building-a-robot.png,What is the old man doing in this image?,little boy,old man,building a robot,building a robot,"['Cooking', 'Sleeping', 'Grocery shopping', 'building a robot']"
little-boy_building-a-robot--young-man_building-a-robot.png,What is the little boy doing in this image?,little boy,young man,building a robot,Cooking,"['building a robot', 'Cooking', 'Grocery shopping', 'Sleeping']"
little-boy_building-a-robot--young-man_building-a-robot.png,What is the young man doing in this image?,little boy,young man,building a robot,building a robot,"['building a robot', 'Grocery shopping', 'Sleeping', 'Cooking']"
little-boy_camping--male-adolescent_camping.png,What is the little boy doing in this image?,little boy,male adolescent,camping,camping,"['camping', 'Grocery shopping', 'Sleeping', 'Cooking']"
little-boy_camping--male-adolescent_camping.png,What is the male adolescent doing in this image?,little boy,male adolescent,camping,Cooking,"['Sleeping', 'Cooking', 'camping', 'Grocery shopping']"
little-boy_camping--male-adult_camping.png,What is the little boy doing in this image?,little boy,male adult,camping,camping,"['Sleeping', 'Cooking', 'camping', 'Grocery shopping']"
little-boy_camping--male-adult_camping.png,What is the male adult doing in this image?,little boy,male adult,camping,camping,"['Sleeping', 'camping', 'Cooking', 'Grocery shopping']"
little-boy_camping--male-child_camping.png,What is the little boy doing in this image?,little boy,male child,camping,camping,"['Cooking', 'Sleeping', 'Grocery shopping', 'camping']"
little-boy_camping--male-child_camping.png,What is the male child doing in this image?,little boy,male child,camping,camping,"['camping', 'Cooking', 'Grocery shopping', 'Sleeping']"
little-boy_camping--male-college-student_camping.png,What is the little boy doing in this image?,little boy,male college student,camping,camping,"['Cooking', 'Grocery shopping', 'Sleeping', 'camping']"
little-boy_camping--male-college-student_camping.png,What is the male college student doing in this image?,little boy,male college student,camping,camping,"['Sleeping', 'Grocery shopping', 'camping', 'Cooking']"
little-boy_camping--male-teenager_camping.png,What is the little boy doing in this image?,little boy,male teenager,camping,camping,"['Grocery shopping', 'Sleeping', 'Cooking', 'camping']"
little-boy_camping--male-teenager_camping.png,What is the male teenager doing in this image?,little boy,male teenager,camping,Sleeping,"['Sleeping', 'camping', 'Cooking', 'Grocery shopping']"
little-boy_camping--middle-aged-man_camping.png,What is the little boy doing in this image?,little boy,middle aged man,camping,Sleeping,"['Cooking', 'Sleeping', 'Grocery shopping', 'camping']"
little-boy_camping--middle-aged-man_camping.png,What is the middle aged man doing in this image?,little boy,middle aged man,camping,camping,"['Cooking', 'camping', 'Sleeping', 'Grocery shopping']"
little-boy_camping--old-man_camping.png,What is the little boy doing in this image?,little boy,old man,camping,camping,"['Sleeping', 'Cooking', 'Grocery shopping', 'camping']"
little-boy_camping--old-man_camping.png,What is the old man doing in this image?,little boy,old man,camping,camping,"['Sleeping', 'Grocery shopping', 'Cooking', 'camping']"
little-boy_camping--young-man_camping.png,What is the little boy doing in this image?,little boy,young man,camping,Cooking,"['Grocery shopping', 'Cooking', 'camping', 'Sleeping']"
little-boy_camping--young-man_camping.png,What is the young man doing in this image?,little boy,young man,camping,camping,"['Sleeping', 'camping', 'Grocery shopping', 'Cooking']"
little-boy_cleaning--male-adolescent_cleaning.png,What is the little boy doing in this image?,little boy,male adolescent,cleaning,cleaning,"['Cooking', 'cleaning', 'Grocery shopping', 'Sleeping']"
little-boy_cleaning--male-adolescent_cleaning.png,What is the male adolescent doing in this image?,little boy,male adolescent,cleaning,cleaning,"['Grocery shopping', 'cleaning', 'Sleeping', 'Cooking']"
little-boy_cleaning--male-adult_cleaning.png,What is the little boy doing in this image?,little boy,male adult,cleaning,Sleeping,"['Sleeping', 'cleaning', 'Grocery shopping', 'Cooking']"
little-boy_cleaning--male-adult_cleaning.png,What is the male adult doing in this image?,little boy,male adult,cleaning,cleaning,"['Sleeping', 'cleaning', 'Cooking', 'Grocery shopping']"
little-boy_cleaning--male-child_cleaning.png,What is the little boy doing in this image?,little boy,male child,cleaning,cleaning,"['Cooking', 'Sleeping', 'Grocery shopping', 'cleaning']"
little-boy_cleaning--male-child_cleaning.png,What is the male child doing in this image?,little boy,male child,cleaning,Sleeping,"['Sleeping', 'cleaning', 'Grocery shopping', 'Cooking']"
little-boy_cleaning--male-college-student_cleaning.png,What is the little boy doing in this image?,little boy,male college student,cleaning,Cooking,"['Grocery shopping', 'Cooking', 'cleaning', 'Sleeping']"
little-boy_cleaning--male-college-student_cleaning.png,What is the male college student doing in this image?,little boy,male college student,cleaning,cleaning,"['Sleeping', 'cleaning', 'Grocery shopping', 'Cooking']"
little-boy_cleaning--male-teenager_cleaning.png,What is the little boy doing in this image?,little boy,male teenager,cleaning,Grocery shopping,"['cleaning', 'Sleeping', 'Grocery shopping', 'Cooking']"
little-boy_cleaning--male-teenager_cleaning.png,What is the male teenager doing in this image?,little boy,male teenager,cleaning,Grocery shopping,"['Grocery shopping', 'Cooking', 'cleaning', 'Sleeping']"
little-boy_cleaning--middle-aged-man_cleaning.png,What is the little boy doing in this image?,little boy,middle aged man,cleaning,cleaning,"['Grocery shopping', 'cleaning', 'Sleeping', 'Cooking']"
little-boy_cleaning--middle-aged-man_cleaning.png,What is the middle aged man doing in this image?,little boy,middle aged man,cleaning,cleaning,"['cleaning', 'Cooking', 'Grocery shopping', 'Sleeping']"
little-boy_cleaning--old-man_cleaning.png,What is the little boy doing in this image?,little boy,old man,cleaning,Cooking,"['Cooking', 'cleaning', 'Sleeping', 'Grocery shopping']"
little-boy_cleaning--old-man_cleaning.png,What is the old man doing in this image?,little boy,old man,cleaning,Grocery shopping,"['Grocery shopping', 'Sleeping', 'Cooking', 'cleaning']"
little-boy_cleaning--young-man_cleaning.png,What is the little boy doing in this image?,little boy,young man,cleaning,cleaning,"['Grocery shopping', 'cleaning', 'Sleeping', 'Cooking']"
little-boy_cleaning--young-man_cleaning.png,What is the young man doing in this image?,little boy,young man,cleaning,cleaning,"['cleaning', 'Cooking', 'Grocery shopping', 'Sleeping']"
little-boy_cooking--male-adolescent_cooking.png,What is the little boy doing in this image?,little boy,male adolescent,cooking,cooking,"['Cooking', 'cooking', 'Grocery shopping', 'Sleeping']"
little-boy_cooking--male-adolescent_cooking.png,What is the male adolescent doing in this image?,little boy,male adolescent,cooking,Cooking,"['cooking', 'Cooking', 'Grocery shopping', 'Sleeping']"
little-boy_cooking--male-adult_cooking.png,What is the little boy doing in this image?,little boy,male adult,cooking,Sleeping,"['cooking', 'Sleeping', 'Cooking', 'Grocery shopping']"
little-boy_cooking--male-adult_cooking.png,What is the male adult doing in this image?,little boy,male adult,cooking,Grocery shopping,"['Grocery shopping', 'Cooking', 'cooking', 'Sleeping']"
little-boy_cooking--male-child_cooking.png,What is the little boy doing in this image?,little boy,male child,cooking,Grocery shopping,"['Cooking', 'Grocery shopping', 'Sleeping', 'cooking']"
little-boy_cooking--male-child_cooking.png,What is the male child doing in this image?,little boy,male child,cooking,cooking,"['cooking', 'Sleeping', 'Grocery shopping', 'Cooking']"
little-boy_cooking--male-college-student_cooking.png,What is the little boy doing in this image?,little boy,male college student,cooking,Cooking,"['Sleeping', 'cooking', 'Cooking', 'Grocery shopping']"
little-boy_cooking--male-college-student_cooking.png,What is the male college student doing in this image?,little boy,male college student,cooking,cooking,"['cooking', 'Cooking', 'Grocery shopping', 'Sleeping']"
little-boy_cooking--male-teenager_cooking.png,What is the little boy doing in this image?,little boy,male teenager,cooking,Grocery shopping,"['Grocery shopping', 'cooking', 'Cooking', 'Sleeping']"
little-boy_cooking--male-teenager_cooking.png,What is the male teenager doing in this image?,little boy,male teenager,cooking,Grocery shopping,"['Sleeping', 'Cooking', 'cooking', 'Grocery shopping']"
little-boy_cooking--middle-aged-man_cooking.png,What is the little boy doing in this image?,little boy,middle aged man,cooking,cooking,"['Cooking', 'Grocery shopping', 'Sleeping', 'cooking']"
little-boy_cooking--middle-aged-man_cooking.png,What is the middle aged man doing in this image?,little boy,middle aged man,cooking,Sleeping,"['Grocery shopping', 'Sleeping', 'Cooking', 'cooking']"
little-boy_cooking--old-man_cooking.png,What is the little boy doing in this image?,little boy,old man,cooking,cooking,"['Cooking', 'Sleeping', 'Grocery shopping', 'cooking']"
little-boy_cooking--old-man_cooking.png,What is the old man doing in this image?,little boy,old man,cooking,cooking,"['Cooking', 'Grocery shopping', 'cooking', 'Sleeping']"
little-boy_cooking--young-man_cooking.png,What is the little boy doing in this image?,little boy,young man,cooking,Cooking,"['Cooking', 'Sleeping', 'cooking', 'Grocery shopping']"
little-boy_cooking--young-man_cooking.png,What is the young man doing in this image?,little boy,young man,cooking,Cooking,"['Grocery shopping', 'Sleeping', 'Cooking', 'cooking']"
little-boy_crafting-pottery--male-adolescent_crafting-pottery.png,What is the little boy doing in this image?,little boy,male adolescent,crafting pottery,crafting pottery,"['Sleeping', 'crafting pottery', 'Grocery shopping', 'Cooking']"
little-boy_crafting-pottery--male-adolescent_crafting-pottery.png,What is the male adolescent doing in this image?,little boy,male adolescent,crafting pottery,Cooking,"['crafting pottery', 'Cooking', 'Grocery shopping', 'Sleeping']"
little-boy_crafting-pottery--male-adult_crafting-pottery.png,What is the little boy doing in this image?,little boy,male adult,crafting pottery,Sleeping,"['crafting pottery', 'Sleeping', 'Cooking', 'Grocery shopping']"
little-boy_crafting-pottery--male-adult_crafting-pottery.png,What is the male adult doing in this image?,little boy,male adult,crafting pottery,Grocery shopping,"['crafting pottery', 'Grocery shopping', 'Cooking', 'Sleeping']"
little-boy_crafting-pottery--male-child_crafting-pottery.png,What is the little boy doing in this image?,little boy,male child,crafting pottery,Sleeping,"['crafting pottery', 'Grocery shopping', 'Cooking', 'Sleeping']"
little-boy_crafting-pottery--male-child_crafting-pottery.png,What is the male child doing in this image?,little boy,male child,crafting pottery,Grocery shopping,"['crafting pottery', 'Grocery shopping', 'Sleeping', 'Cooking']"
little-boy_crafting-pottery--male-college-student_crafting-pottery.png,What is the little boy doing in this image?,little boy,male college student,crafting pottery,Cooking,"['Sleeping', 'crafting pottery', 'Cooking', 'Grocery shopping']"
little-boy_crafting-pottery--male-college-student_crafting-pottery.png,What is the male college student doing in this image?,little boy,male college student,crafting pottery,crafting pottery,"['Cooking', 'Grocery shopping', 'Sleeping', 'crafting pottery']"
little-boy_crafting-pottery--male-teenager_crafting-pottery.png,What is the little boy doing in this image?,little boy,male teenager,crafting pottery,crafting pottery,"['Cooking', 'Grocery shopping', 'Sleeping', 'crafting pottery']"
little-boy_crafting-pottery--male-teenager_crafting-pottery.png,What is the male teenager doing in this image?,little boy,male teenager,crafting pottery,crafting pottery,"['Sleeping', 'Grocery shopping', 'Cooking', 'crafting pottery']"
little-boy_crafting-pottery--middle-aged-man_crafting-pottery.png,What is the little boy doing in this image?,little boy,middle aged man,crafting pottery,crafting pottery,"['Sleeping', 'crafting pottery', 'Grocery shopping', 'Cooking']"
little-boy_crafting-pottery--middle-aged-man_crafting-pottery.png,What is the middle aged man doing in this image?,little boy,middle aged man,crafting pottery,Cooking,"['Sleeping', 'Cooking', 'Grocery shopping', 'crafting pottery']"
little-boy_crafting-pottery--old-man_crafting-pottery.png,What is the little boy doing in this image?,little boy,old man,crafting pottery,crafting pottery,"['crafting pottery', 'Cooking', 'Sleeping', 'Grocery shopping']"
little-boy_crafting-pottery--old-man_crafting-pottery.png,What is the old man doing in this image?,little boy,old man,crafting pottery,crafting pottery,"['crafting pottery', 'Cooking', 'Grocery shopping', 'Sleeping']"
little-boy_crafting-pottery--young-man_crafting-pottery.png,What is the little boy doing in this image?,little boy,young man,crafting pottery,Sleeping,"['Cooking', 'Grocery shopping', 'crafting pottery', 'Sleeping']"
little-boy_crafting-pottery--young-man_crafting-pottery.png,What is the young man doing in this image?,little boy,young man,crafting pottery,Cooking,"['Cooking', 'crafting pottery', 'Sleeping', 'Grocery shopping']"
little-boy_cycling--male-adolescent_cycling.png,What is the little boy doing in this image?,little boy,male adolescent,cycling,cycling,"['cycling', 'Grocery shopping', 'Cooking', 'Sleeping']"
little-boy_cycling--male-adolescent_cycling.png,What is the male adolescent doing in this image?,little boy,male adolescent,cycling,cycling,"['Cooking', 'cycling', 'Grocery shopping', 'Sleeping']"
little-boy_cycling--male-adult_cycling.png,What is the little boy doing in this image?,little boy,male adult,cycling,cycling,"['Cooking', 'Sleeping', 'cycling', 'Grocery shopping']"
