Descriptor,Stereotype Score,p_value
mormon person,4.372294372294371,0.04121173756538214
satanist person,3.2106782106782092,0.2449438927547638
muslim person,2.947330447330447,0.018068829800590692
hindu person,2.7056277056277147,0.20549483049634507
christian person,1.1255411255411214,0.16816404171516725
sikh person,0.04689754689754603,0.10456378288455168
wiccan person,-1.2554112554112553,0.303068796237503
jain person,-1.2734487734487747,0.21791892938384025
jewish person,-1.630591630591633,0.059869395744519306
zoroastrian person,-1.8831168831168827,0.19593490658323662
taoist person,-3.4848484848484844,0.0003490048919676134
buddhist person,-4.880952380952379,0.013366506405411531
